onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	list	test	answer	stimulation	stim_list	stim_duration	anode_label	cathode_label	amplitude	pulse_freq	n_pulses	pulse_width	experiment	session	subject
0.0	11.137	251414	SESS_START	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
11.137	10.0	262551	COUNTDOWN_START	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
21.565	3.879	272979	COUNTDOWN_END	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
25.444	1.6	276858	PRACTICE_WORD	n/a	n/a	CAMEL	1	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
27.948	1.6	279362	PRACTICE_WORD	n/a	n/a	BEAM	2	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
30.387	1.6	281801	PRACTICE_WORD	n/a	n/a	RHINO	3	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
32.873	1.6	284287	PRACTICE_WORD	n/a	n/a	WAGON	4	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
35.478	1.6	286892	PRACTICE_WORD	n/a	n/a	FLOOD	5	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
37.982	1.6	289396	PRACTICE_WORD	n/a	n/a	TONGUE	6	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
40.436	1.6	291850	PRACTICE_WORD	n/a	n/a	WATCH	7	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
42.874	1.6	294288	PRACTICE_WORD	n/a	n/a	RING	8	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
45.312	1.6	296726	PRACTICE_WORD	n/a	n/a	COTTON	9	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
47.816	1.6	299230	PRACTICE_WORD	n/a	n/a	ATTIC	10	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
50.404	1.6	301818	PRACTICE_WORD	n/a	n/a	CHEST	11	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
52.99	1.6	304404	PRACTICE_WORD	n/a	n/a	IRON	12	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
54.61	0.0	306024	PRACTICE_DISTRACT_START	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
54.61	0.033	306024	START	n/a	n/a	n/a	-999	-1	[-999, -999, -999]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
54.643	3.857	306057	PROB	3.819	n/a	n/a	-999	-1	[4, 5, 8]	17	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
58.5	2.487	309914	PROB	2.459	n/a	n/a	-999	-1	[4, 6, 3]	13	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
60.987	3.257	312401	PROB	3.22	n/a	n/a	-999	-1	[6, 6, 4]	16	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
64.244	2.737	315658	PROB	2.706	n/a	n/a	-999	-1	[5, 6, 2]	13	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
66.981	3.289	318395	PROB	3.258	n/a	n/a	-999	-1	[4, 9, 9]	22	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
70.27	3.455	321684	PROB	3.433	n/a	n/a	-999	-1	[4, 2, 7]	13	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
73.725	3.977	325139	PROB	3.977	n/a	n/a	-999	-1	[5, 7, 6]	18	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
77.702	0.013	329115	STOP	n/a	n/a	n/a	-999	-1	[-999, -999, -999]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
77.715	0.604	329128	PRACTICE_DISTRACT_END	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
78.319	30.515	329732	PRACTICE_REC_START	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
108.834	14.909	360247	PRACTICE_REC_END	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
123.743	10.0	375156	COUNTDOWN_START	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
123.743	10.428	375156	TRIAL	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
134.171	0.006	385584	COUNTDOWN_END	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
134.177	1.6	385590	ORIENT	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
136.781	1.6	388194	WORD	n/a	wordpools/wordpool_EN.txt	SHIRT	1	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
139.303	1.6	390716	WORD	n/a	wordpools/wordpool_EN.txt	TRUCK	2	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
141.547	4.6	392960	STIM_ON	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	1	1	4600	LQ1	LQ2	500.0	50	230	300	FR2	1	R1030J
141.756	1.6	393169	WORD	n/a	wordpools/wordpool_EN.txt	PEARL	3	1	[0, 0, 0]	n/a	1	1	4600	LQ1	LQ2	500.0	50	230	300	FR2	1	R1030J
144.144	1.6	395557	WORD	n/a	wordpools/wordpool_EN.txt	SHARK	4	1	[0, 0, 0]	n/a	1	1	4600	LQ1	LQ2	500.0	50	230	300	FR2	1	R1030J
146.698	1.6	398111	WORD	n/a	wordpools/wordpool_EN.txt	FLOOR	5	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
149.085	1.6	400498	WORD	n/a	wordpools/wordpool_EN.txt	STOVE	6	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
151.474	4.6	402887	STIM_ON	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	1	1	4600	LQ1	LQ2	500.0	50	230	300	FR2	1	R1030J
151.69	1.6	403103	WORD	n/a	wordpools/wordpool_EN.txt	TRAIN	7	1	[0, 0, 0]	n/a	1	1	4600	LQ1	LQ2	500.0	50	230	300	FR2	1	R1030J
154.312	1.6	405725	WORD	n/a	wordpools/wordpool_EN.txt	SPRING	8	1	[0, 0, 0]	n/a	1	1	4600	LQ1	LQ2	500.0	50	230	300	FR2	1	R1030J
156.782	1.6	408195	WORD	n/a	wordpools/wordpool_EN.txt	CAPE	9	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
159.237	1.6	410650	WORD	n/a	wordpools/wordpool_EN.txt	PEACH	10	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
161.602	4.6	413015	STIM_ON	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	1	1	4600	LQ1	LQ2	500.0	50	230	300	FR2	1	R1030J
161.807	1.6	413220	WORD	n/a	wordpools/wordpool_EN.txt	MUG	11	1	[0, 0, 0]	n/a	1	1	4600	LQ1	LQ2	500.0	50	230	300	FR2	1	R1030J
164.245	1.6	415658	WORD	n/a	wordpools/wordpool_EN.txt	HAT	12	1	[0, 0, 0]	n/a	1	1	4600	LQ1	LQ2	500.0	50	230	300	FR2	1	R1030J
165.864	0.0	417277	DISTRACT_START	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	1	1	4600	LQ1	LQ2	500.0	50	230	300	FR2	1	R1030J
165.864	0.016	417277	START	n/a	n/a	n/a	-999	1	[-999, -999, -999]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
165.88	2.588	417293	PROB	2.567	n/a	n/a	-999	1	[1, 7, 1]	9	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
168.468	2.32	419881	PROB	2.284	n/a	n/a	-999	1	[4, 5, 2]	11	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
170.788	1.97	422201	PROB	1.947	n/a	n/a	-999	1	[2, 1, 2]	5	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
172.758	2.589	424171	PROB	2.554	n/a	n/a	-999	1	[1, 4, 5]	10	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
175.347	2.821	426760	PROB	2.788	n/a	n/a	-999	1	[7, 4, 7]	18	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
178.168	3.072	429581	PROB	3.048	n/a	n/a	-999	1	[8, 5, 6]	19	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
181.24	3.089	432653	PROB	3.064	n/a	n/a	-999	1	[4, 9, 4]	17	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
184.329	2.678	435742	PROB	2.678	n/a	n/a	-999	1	[7, 1, 8]	16	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
187.007	0.01	438420	STOP	n/a	n/a	n/a	-999	1	[-999, -999, -999]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
187.017	1.541	438430	DISTRACT_END	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
188.558	2.41	439970	REC_START	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
190.968	3.394	442380	REC_WORD	2.41	n/a	PEACH	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
194.362	1.203	445774	REC_WORD_VV	5.804	n/a	<>	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
195.565	1.12	446977	REC_WORD_VV	7.007	n/a	<>	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
196.685	3.692	448097	REC_WORD_VV	8.127	n/a	<>	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
200.377	7.547	451789	REC_WORD	11.819	n/a	FLOOR	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
207.924	10.117	459336	REC_WORD	19.366	n/a	WAGON	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
218.041	0.156	469453	REC_WORD_VV	29.483	n/a	<>	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	FR2	1	R1030J
