onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	recalled	list	test	answer	stimulation	stim_list	stim_duration	anode_label	cathode_label	amplitude	pulse_freq	n_pulses	pulse_width	experiment	session	subject
0.0	13.867	394655	SESS_START	n/a	n/a	n/a	-999	0	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
13.867	10.0	408523	COUNTDOWN_START	n/a	n/a	n/a	-999	0	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
24.295	3.641	418951	COUNTDOWN_END	n/a	n/a	n/a	-999	0	-999	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
27.936	1.6	422592	PRACTICE_WORD	n/a	n/a	TONGUE	1	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
30.471	1.6	425127	PRACTICE_WORD	n/a	n/a	ATTIC	2	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
33.021	1.6	427677	PRACTICE_WORD	n/a	n/a	WATCH	3	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
35.471	1.6	430127	PRACTICE_WORD	n/a	n/a	CHEST	4	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
38.088	1.6	432744	PRACTICE_WORD	n/a	n/a	IRON	5	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
40.589	1.6	435245	PRACTICE_WORD	n/a	n/a	COTTON	6	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
42.989	1.6	437645	PRACTICE_WORD	n/a	n/a	RING	7	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
45.539	1.6	440195	PRACTICE_WORD	n/a	n/a	BEAM	8	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
48.106	1.6	442762	PRACTICE_WORD	n/a	n/a	CAMEL	9	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
50.573	1.6	445229	PRACTICE_WORD	n/a	n/a	RHINO	10	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
53.023	1.6	447679	PRACTICE_WORD	n/a	n/a	FLOOD	11	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
55.457	1.6	450113	PRACTICE_WORD	n/a	n/a	WAGON	12	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
57.074	0.001	451730	PRACTICE_DISTRACT_START	n/a	n/a	n/a	-999	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
57.075	0.016	451731	START	n/a	n/a	n/a	-999	0	-1	[-999, -999, -999]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
57.091	2.984	451747	PROB	2.962	n/a	n/a	-999	0	-1	[8, 9, 1]	19	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
60.075	2.467	454731	PROB	2.443	n/a	n/a	-999	0	-1	[3, 4, 1]	8	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
62.542	3.7	457198	PROB	3.679	n/a	n/a	-999	0	-1	[5, 4, 7]	16	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
66.242	3.367	460898	PROB	3.347	n/a	n/a	-999	0	-1	[2, 7, 5]	14	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
69.609	2.45	464265	PROB	2.42	n/a	n/a	-999	0	-1	[1, 7, 2]	10	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
72.059	2.484	466716	PROB	2.45	n/a	n/a	-999	0	-1	[7, 1, 2]	10	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
74.543	3.589	469200	PROB	3.589	n/a	n/a	-999	0	-1	[7, 5, 2]	14	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
78.132	0.011	472789	STOP	n/a	n/a	n/a	-999	0	-1	[-999, -999, -999]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
78.143	0.668	472800	PRACTICE_DISTRACT_END	n/a	n/a	n/a	-999	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
78.811	30.516	473468	PRACTICE_REC_START	n/a	n/a	n/a	-999	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
109.327	8.055	503984	PRACTICE_REC_END	n/a	n/a	n/a	-999	0	-1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
117.382	10.0	512039	COUNTDOWN_START	n/a	n/a	n/a	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
117.382	10.428	512039	TRIAL	n/a	n/a	n/a	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
127.81	0.005	522467	COUNTDOWN_END	n/a	n/a	n/a	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
127.815	1.6	522472	ORIENT	n/a	n/a	n/a	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
130.2	1.6	524857	WORD	n/a	wordpools/wordpool_EN.txt	AXE	1	1	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
132.751	1.6	527408	WORD	n/a	wordpools/wordpool_EN.txt	OWL	2	1	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
135.334	1.6	529991	WORD	n/a	wordpools/wordpool_EN.txt	GOAT	3	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
137.883	1.6	532540	WORD	n/a	wordpools/wordpool_EN.txt	EAR	4	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
140.418	1.6	535076	WORD	n/a	wordpools/wordpool_EN.txt	RAT	5	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
143.002	1.6	537660	WORD	n/a	wordpools/wordpool_EN.txt	FORK	6	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
145.602	1.6	540260	WORD	n/a	wordpools/wordpool_EN.txt	ROPE	7	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
148.019	1.6	542677	WORD	n/a	wordpools/wordpool_EN.txt	PIPE	8	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
150.603	1.6	545261	WORD	n/a	wordpools/wordpool_EN.txt	CRANE	9	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
153.053	1.6	547711	WORD	n/a	wordpools/wordpool_EN.txt	MOUTH	10	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
155.587	1.6	550245	WORD	n/a	wordpools/wordpool_EN.txt	WAND	11	1	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
158.054	1.6	552712	WORD	n/a	wordpools/wordpool_EN.txt	THUMB	12	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
159.671	0.001	554329	DISTRACT_START	n/a	n/a	n/a	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
159.672	0.016	554330	START	n/a	n/a	n/a	-999	0	1	[-999, -999, -999]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
159.688	3.833	554346	PROB	3.81	n/a	n/a	-999	0	1	[3, 5, 1]	9	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
163.521	3.084	558179	PROB	3.056	n/a	n/a	-999	0	1	[2, 6, 9]	17	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
166.605	5.384	561263	PROB	5.364	n/a	n/a	-999	0	1	[9, 7, 9]	25	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
171.989	3.634	566647	PROB	3.612	n/a	n/a	-999	0	1	[6, 4, 9]	19	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
175.623	2.266	570281	PROB	2.241	n/a	n/a	-999	0	1	[8, 2, 4]	14	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
177.889	2.232	572547	PROB	2.232	n/a	n/a	-999	0	1	[7, 7, 3]	17	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
180.121	0.019	574779	STOP	n/a	n/a	n/a	-999	0	1	[-999, -999, -999]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
180.14	1.068	574798	DISTRACT_END	n/a	n/a	n/a	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
181.208	3.318	575866	REC_START	n/a	n/a	n/a	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
184.526	1.708	579184	REC_WORD	3.318	n/a	AXE	1	1	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
186.234	1.519	580892	REC_WORD	5.026	n/a	OWL	2	1	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
187.753	18.551	582411	REC_WORD	6.545	n/a	WAND	11	1	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
206.304	4.915	600962	REC_WORD	25.096	n/a	WARD	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
211.219	2.691	605878	REC_END	n/a	n/a	n/a	-999	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
213.91	10.0	608569	COUNTDOWN_START	n/a	n/a	n/a	-999	0	2	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
213.911	10.427	608570	TRIAL	n/a	n/a	n/a	-999	0	2	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	FR2	0	R1150J
